ML,Stat,α_sm_s,α_sm_l,α_sm_mid,α_lc,MAPE,Skill,WR,WR_Focus,M50,Label
RF,SARIMAX,0.5,0.7,0.6,0.4,21.94,11.84,60.1,60.9,20,RF+SARIMAX SM=0.5/0.7 LC=0.4
RF,SARIMAX,0.5,0.7,0.6,0.5,21.61,14.51,60.4,61.7,22,RF+SARIMAX SM=0.5/0.7 LC=0.5
RF,SARIMAX,0.5,0.7,0.6,0.6,21.33,16.66,60.2,61.3,22,RF+SARIMAX SM=0.5/0.7 LC=0.6
RF,SARIMAX,0.5,0.7,0.6,0.7,21.13,18.09,60.4,60.7,22,RF+SARIMAX SM=0.5/0.7 LC=0.7
RF,SARIMAX,0.5,0.8,0.65,0.2,22.69,5.08,60.0,60.3,19,RF+SARIMAX SM=0.5/0.8 LC=0.2
RF,SARIMAX,0.5,0.8,0.65,0.3,22.23,8.65,60.2,60.5,19,RF+SARIMAX SM=0.5/0.8 LC=0.3
RF,SARIMAX,0.5,0.8,0.65,0.4,21.81,11.93,60.0,61.1,19,RF+SARIMAX SM=0.5/0.8 LC=0.4
RF,SARIMAX,0.5,0.8,0.65,0.5,21.47,14.6,60.4,61.9,21,RF+SARIMAX SM=0.5/0.8 LC=0.5
RF,SARIMAX,0.5,0.8,0.65,0.6,21.19,16.75,60.2,61.5,21,RF+SARIMAX SM=0.5/0.8 LC=0.6
RF,SARIMAX,0.5,0.8,0.65,0.7,21.0,18.18,60.3,60.9,21,RF+SARIMAX SM=0.5/0.8 LC=0.7
RF,SARIMAX,0.5,0.9,0.7,0.2,22.6,5.05,60.2,60.1,19,RF+SARIMAX SM=0.5/0.9 LC=0.2
RF,SARIMAX,0.5,0.9,0.7,0.3,22.14,8.62,60.3,60.3,19,RF+SARIMAX SM=0.5/0.9 LC=0.3
RF,SARIMAX,0.5,0.9,0.7,0.4,21.72,11.89,60.2,60.9,19,RF+SARIMAX SM=0.5/0.9 LC=0.4
RF,SARIMAX,0.5,0.9,0.7,0.5,21.38,14.57,60.5,61.7,21,RF+SARIMAX SM=0.5/0.9 LC=0.5
RF,SARIMAX,0.5,0.9,0.7,0.6,21.1,16.71,60.3,61.3,21,RF+SARIMAX SM=0.5/0.9 LC=0.6
RF,SARIMAX,0.5,0.9,0.7,0.7,20.91,18.15,60.5,60.7,21,RF+SARIMAX SM=0.5/0.9 LC=0.7
RF,SARIMAX,0.5,1.0,0.75,0.2,22.63,4.83,60.2,59.7,20,RF+SARIMAX SM=0.5/1.0 LC=0.2
RF,SARIMAX,0.5,1.0,0.75,0.3,22.17,8.4,60.3,59.9,20,RF+SARIMAX SM=0.5/1.0 LC=0.3
RF,SARIMAX,0.5,1.0,0.75,0.4,21.75,11.68,60.2,60.5,20,RF+SARIMAX SM=0.5/1.0 LC=0.4
RF,SARIMAX,0.5,1.0,0.75,0.5,21.41,14.35,60.5,61.3,22,RF+SARIMAX SM=0.5/1.0 LC=0.5
RF,SARIMAX,0.5,1.0,0.75,0.6,21.13,16.5,60.3,60.9,22,RF+SARIMAX SM=0.5/1.0 LC=0.6
RF,SARIMAX,0.5,1.0,0.75,0.7,20.94,17.93,60.5,60.3,22,RF+SARIMAX SM=0.5/1.0 LC=0.7
RF,SARIMAX,0.6,0.5,0.55,0.2,23.27,4.58,59.5,59.9,20,RF+SARIMAX SM=0.6/0.5 LC=0.2
RF,SARIMAX,0.6,0.5,0.55,0.3,22.81,8.16,59.7,60.1,20,RF+SARIMAX SM=0.6/0.5 LC=0.3
RF,SARIMAX,0.6,0.5,0.55,0.4,22.39,11.43,59.5,60.7,20,RF+SARIMAX SM=0.6/0.5 LC=0.4
RF,SARIMAX,0.6,0.5,0.55,0.5,22.05,14.1,59.9,61.5,22,RF+SARIMAX SM=0.6/0.5 LC=0.5
RF,SARIMAX,0.6,0.5,0.55,0.6,21.77,16.25,59.7,61.1,22,RF+SARIMAX SM=0.6/0.5 LC=0.6
RF,SARIMAX,0.6,0.5,0.55,0.7,21.58,17.68,59.8,60.5,22,RF+SARIMAX SM=0.6/0.5 LC=0.7
RF,SARIMAX,0.6,0.6,0.6,0.2,23.03,4.84,59.8,60.3,20,RF+SARIMAX SM=0.6/0.6 LC=0.2
RF,SARIMAX,0.6,0.6,0.6,0.3,22.56,8.41,59.9,60.5,20,RF+SARIMAX SM=0.6/0.6 LC=0.3
RF,SARIMAX,0.6,0.6,0.6,0.4,22.15,11.69,59.8,61.1,20,RF+SARIMAX SM=0.6/0.6 LC=0.4
RF,SARIMAX,0.6,0.6,0.6,0.5,21.81,14.36,60.2,61.9,22,RF+SARIMAX SM=0.6/0.6 LC=0.5
RF,SARIMAX,0.6,0.6,0.6,0.6,21.53,16.5,59.9,61.5,22,RF+SARIMAX SM=0.6/0.6 LC=0.6
RF,SARIMAX,0.6,0.6,0.6,0.7,21.34,17.94,60.1,60.9,22,RF+SARIMAX SM=0.6/0.6 LC=0.7
RF,SARIMAX,0.6,0.7,0.65,0.2,22.84,5.02,59.5,60.1,19,RF+SARIMAX SM=0.6/0.7 LC=0.2
RF,SARIMAX,0.6,0.7,0.65,0.3,22.38,8.59,59.7,60.3,19,RF+SARIMAX SM=0.6/0.7 LC=0.3
RF,SARIMAX,0.6,0.7,0.65,0.4,21.96,11.87,59.6,60.9,19,RF+SARIMAX SM=0.6/0.7 LC=0.4
RF,SARIMAX,0.6,0.7,0.65,0.5,21.62,14.54,59.9,61.7,21,RF+SARIMAX SM=0.6/0.7 LC=0.5
RF,SARIMAX,0.6,0.7,0.65,0.6,21.34,16.69,59.7,61.3,21,RF+SARIMAX SM=0.6/0.7 LC=0.6
RF,SARIMAX,0.6,0.7,0.65,0.7,21.15,18.12,59.9,60.7,21,RF+SARIMAX SM=0.6/0.7 LC=0.7
RF,SARIMAX,0.6,0.8,0.7,0.2,22.71,5.11,59.5,60.3,19,RF+SARIMAX SM=0.6/0.8 LC=0.2
RF,SARIMAX,0.6,0.8,0.7,0.3,22.24,8.68,59.7,60.5,19,RF+SARIMAX SM=0.6/0.8 LC=0.3
RF,SARIMAX,0.6,0.8,0.7,0.4,21.82,11.96,59.6,61.1,19,RF+SARIMAX SM=0.6/0.8 LC=0.4
RF,SARIMAX,0.6,0.8,0.7,0.5,21.48,14.63,59.9,61.9,21,RF+SARIMAX SM=0.6/0.8 LC=0.5
RF,SARIMAX,0.6,0.8,0.7,0.6,21.21,16.77,59.7,61.5,21,RF+SARIMAX SM=0.6/0.8 LC=0.6
RF,SARIMAX,0.6,0.8,0.7,0.7,21.01,18.21,59.9,60.9,21,RF+SARIMAX SM=0.6/0.8 LC=0.7
RF,SARIMAX,0.6,0.9,0.75,0.2,22.62,5.07,59.7,60.1,19,RF+SARIMAX SM=0.6/0.9 LC=0.2
RF,SARIMAX,0.6,0.9,0.75,0.3,22.15,8.65,59.8,60.3,19,RF+SARIMAX SM=0.6/0.9 LC=0.3
RF,SARIMAX,0.6,0.9,0.75,0.4,21.73,11.92,59.7,60.9,19,RF+SARIMAX SM=0.6/0.9 LC=0.4
RF,SARIMAX,0.6,0.9,0.75,0.5,21.4,14.59,60.0,61.7,21,RF+SARIMAX SM=0.6/0.9 LC=0.5
RF,SARIMAX,0.6,0.9,0.75,0.6,21.12,16.74,59.8,61.3,21,RF+SARIMAX SM=0.6/0.9 LC=0.6
RF,SARIMAX,0.6,0.9,0.75,0.7,20.92,18.17,60.0,60.7,21,RF+SARIMAX SM=0.6/0.9 LC=0.7
RF,SARIMAX,0.6,1.0,0.8,0.2,22.65,4.85,59.7,59.7,19,RF+SARIMAX SM=0.6/1.0 LC=0.2
RF,SARIMAX,0.6,1.0,0.8,0.3,22.18,8.43,59.9,59.9,19,RF+SARIMAX SM=0.6/1.0 LC=0.3
RF,SARIMAX,0.6,1.0,0.8,0.4,21.76,11.7,59.8,60.5,19,RF+SARIMAX SM=0.6/1.0 LC=0.4
RF,SARIMAX,0.6,1.0,0.8,0.5,21.43,14.37,60.1,61.3,21,RF+SARIMAX SM=0.6/1.0 LC=0.5
RF,SARIMAX,0.6,1.0,0.8,0.6,21.15,16.52,59.9,60.9,21,RF+SARIMAX SM=0.6/1.0 LC=0.6
RF,SARIMAX,0.6,1.0,0.8,0.7,20.95,17.95,60.0,60.3,21,RF+SARIMAX SM=0.6/1.0 LC=0.7
RF,SARIMAX,0.7,0.5,0.6,0.2,23.29,4.6,59.2,59.9,19,RF+SARIMAX SM=0.7/0.5 LC=0.2
RF,SARIMAX,0.7,0.5,0.6,0.3,22.82,8.17,59.4,60.1,19,RF+SARIMAX SM=0.7/0.5 LC=0.3
RF,SARIMAX,0.7,0.5,0.6,0.4,22.41,11.45,59.3,60.7,19,RF+SARIMAX SM=0.7/0.5 LC=0.4
RF,SARIMAX,0.7,0.5,0.6,0.5,22.07,14.12,59.6,61.5,21,RF+SARIMAX SM=0.7/0.5 LC=0.5
RF,SARIMAX,0.7,0.5,0.6,0.6,21.79,16.26,59.4,61.1,21,RF+SARIMAX SM=0.7/0.5 LC=0.6
RF,SARIMAX,0.7,0.5,0.6,0.7,21.6,17.7,59.5,60.5,21,RF+SARIMAX SM=0.7/0.5 LC=0.7
RF,SARIMAX,0.7,0.6,0.65,0.2,23.05,4.85,59.4,60.3,19,RF+SARIMAX SM=0.7/0.6 LC=0.2
RF,SARIMAX,0.7,0.6,0.65,0.3,22.58,8.43,59.6,60.5,19,RF+SARIMAX SM=0.7/0.6 LC=0.3
RF,SARIMAX,0.7,0.6,0.65,0.4,22.17,11.7,59.5,61.1,19,RF+SARIMAX SM=0.7/0.6 LC=0.4
RF,SARIMAX,0.7,0.6,0.65,0.5,21.83,14.37,59.8,61.9,21,RF+SARIMAX SM=0.7/0.6 LC=0.5
RF,SARIMAX,0.7,0.6,0.65,0.6,21.55,16.52,59.6,61.5,21,RF+SARIMAX SM=0.7/0.6 LC=0.6
RF,SARIMAX,0.7,0.6,0.65,0.7,21.35,17.95,59.8,60.9,21,RF+SARIMAX SM=0.7/0.6 LC=0.7
RF,SARIMAX,0.7,0.7,0.7,0.2,22.86,5.03,59.3,60.1,19,RF+SARIMAX SM=0.7/0.7 LC=0.2
RF,SARIMAX,0.7,0.7,0.7,0.3,22.4,8.61,59.4,60.3,19,RF+SARIMAX SM=0.7/0.7 LC=0.3
RF,SARIMAX,0.7,0.7,0.7,0.4,21.98,11.88,59.3,60.9,19,RF+SARIMAX SM=0.7/0.7 LC=0.4
RF,SARIMAX,0.7,0.7,0.7,0.5,21.64,14.55,59.7,61.7,21,RF+SARIMAX SM=0.7/0.7 LC=0.5
RF,SARIMAX,0.7,0.7,0.7,0.6,21.36,16.7,59.4,61.3,21,RF+SARIMAX SM=0.7/0.7 LC=0.6
RF,SARIMAX,0.7,0.7,0.7,0.7,21.17,18.13,59.6,60.7,21,RF+SARIMAX SM=0.7/0.7 LC=0.7
RF,SARIMAX,0.7,0.8,0.75,0.2,22.73,5.12,59.2,60.3,19,RF+SARIMAX SM=0.7/0.8 LC=0.2
RF,SARIMAX,0.7,0.8,0.75,0.3,22.26,8.69,59.4,60.5,19,RF+SARIMAX SM=0.7/0.8 LC=0.3
RF,SARIMAX,0.7,0.8,0.75,0.4,21.84,11.97,59.3,61.1,19,RF+SARIMAX SM=0.7/0.8 LC=0.4
RF,SARIMAX,0.7,0.8,0.75,0.5,21.5,14.64,59.6,61.9,21,RF+SARIMAX SM=0.7/0.8 LC=0.5
RF,SARIMAX,0.7,0.8,0.75,0.6,21.23,16.79,59.4,61.5,21,RF+SARIMAX SM=0.7/0.8 LC=0.6
RF,SARIMAX,0.7,0.8,0.75,0.7,21.03,18.22,59.5,60.9,21,RF+SARIMAX SM=0.7/0.8 LC=0.7
RF,SARIMAX,0.7,0.9,0.8,0.2,22.64,5.09,59.4,60.1,19,RF+SARIMAX SM=0.7/0.9 LC=0.2
RF,SARIMAX,0.7,0.9,0.8,0.3,22.17,8.66,59.5,60.3,19,RF+SARIMAX SM=0.7/0.9 LC=0.3
RF,SARIMAX,0.7,0.9,0.8,0.4,21.76,11.93,59.4,60.9,19,RF+SARIMAX SM=0.7/0.9 LC=0.4
RF,SARIMAX,0.7,0.9,0.8,0.5,21.42,14.6,59.8,61.7,21,RF+SARIMAX SM=0.7/0.9 LC=0.5
RF,SARIMAX,0.7,0.9,0.8,0.6,21.14,16.75,59.5,61.3,21,RF+SARIMAX SM=0.7/0.9 LC=0.6
RF,SARIMAX,0.7,0.9,0.8,0.7,20.94,18.18,59.7,60.7,21,RF+SARIMAX SM=0.7/0.9 LC=0.7
RF,SARIMAX,0.7,1.0,0.85,0.2,22.67,4.86,59.4,59.7,19,RF+SARIMAX SM=0.7/1.0 LC=0.2
RF,SARIMAX,0.7,1.0,0.85,0.3,22.2,8.44,59.6,59.9,19,RF+SARIMAX SM=0.7/1.0 LC=0.3
RF,SARIMAX,0.7,1.0,0.85,0.4,21.79,11.71,59.5,60.5,19,RF+SARIMAX SM=0.7/1.0 LC=0.4
RF,SARIMAX,0.7,1.0,0.85,0.5,21.45,14.38,59.8,61.3,21,RF+SARIMAX SM=0.7/1.0 LC=0.5
RF,SARIMAX,0.7,1.0,0.85,0.6,21.17,16.53,59.6,60.9,21,RF+SARIMAX SM=0.7/1.0 LC=0.6
RF,SARIMAX,0.7,1.0,0.85,0.7,20.97,17.96,59.8,60.3,21,RF+SARIMAX SM=0.7/1.0 LC=0.7
RF,RollingMean,0.3,0.5,0.4,0.2,21.0,21.57,64.8,65.4,26,RF+RollingMean SM=0.3/0.5 LC=0.2
RF,RollingMean,0.3,0.5,0.4,0.3,20.74,23.07,64.9,65.4,26,RF+RollingMean SM=0.3/0.5 LC=0.3
RF,RollingMean,0.3,0.5,0.4,0.4,20.59,23.81,65.4,65.2,26,RF+RollingMean SM=0.3/0.5 LC=0.4
RF,RollingMean,0.3,0.5,0.4,0.5,20.53,23.99,64.9,65.0,26,RF+RollingMean SM=0.3/0.5 LC=0.5
RF,RollingMean,0.3,0.5,0.4,0.6,20.55,23.68,64.6,64.4,24,RF+RollingMean SM=0.3/0.5 LC=0.6
RF,RollingMean,0.3,0.5,0.4,0.7,20.64,22.85,63.6,63.6,24,RF+RollingMean SM=0.3/0.5 LC=0.7
RF,RollingMean,0.3,0.6,0.45,0.2,20.78,21.68,64.5,65.4,25,RF+RollingMean SM=0.3/0.6 LC=0.2
RF,RollingMean,0.3,0.6,0.45,0.3,20.53,23.18,64.6,65.4,25,RF+RollingMean SM=0.3/0.6 LC=0.3
RF,RollingMean,0.3,0.6,0.45,0.4,20.38,23.92,65.1,65.2,25,RF+RollingMean SM=0.3/0.6 LC=0.4
RF,RollingMean,0.3,0.6,0.45,0.5,20.32,24.1,64.6,65.0,25,RF+RollingMean SM=0.3/0.6 LC=0.5
RF,RollingMean,0.3,0.6,0.45,0.6,20.34,23.79,64.4,64.4,23,RF+RollingMean SM=0.3/0.6 LC=0.6
RF,RollingMean,0.3,0.6,0.45,0.7,20.43,22.96,63.3,63.6,23,RF+RollingMean SM=0.3/0.6 LC=0.7
RF,RollingMean,0.3,0.7,0.5,0.2,20.64,21.69,64.5,65.6,24,RF+RollingMean SM=0.3/0.7 LC=0.2
RF,RollingMean,0.3,0.7,0.5,0.3,20.38,23.19,64.5,65.6,24,RF+RollingMean SM=0.3/0.7 LC=0.3
RF,RollingMean,0.3,0.7,0.5,0.4,20.24,23.93,65.0,65.4,24,RF+RollingMean SM=0.3/0.7 LC=0.4
RF,RollingMean,0.3,0.7,0.5,0.5,20.17,24.11,64.6,65.2,24,RF+RollingMean SM=0.3/0.7 LC=0.5
RF,RollingMean,0.3,0.7,0.5,0.6,20.19,23.8,64.3,64.6,22,RF+RollingMean SM=0.3/0.7 LC=0.6
RF,RollingMean,0.3,0.7,0.5,0.7,20.29,22.97,63.2,63.8,22,RF+RollingMean SM=0.3/0.7 LC=0.7
RF,RollingMean,0.3,0.8,0.55,0.2,20.57,21.55,64.4,65.4,25,RF+RollingMean SM=0.3/0.8 LC=0.2
RF,RollingMean,0.3,0.8,0.55,0.3,20.32,23.06,64.5,65.4,25,RF+RollingMean SM=0.3/0.8 LC=0.3
RF,RollingMean,0.3,0.8,0.55,0.4,20.17,23.79,65.0,65.2,25,RF+RollingMean SM=0.3/0.8 LC=0.4
RF,RollingMean,0.3,0.8,0.55,0.5,20.11,23.98,64.5,65.0,25,RF+RollingMean SM=0.3/0.8 LC=0.5
RF,RollingMean,0.3,0.8,0.55,0.6,20.13,23.66,64.3,64.4,23,RF+RollingMean SM=0.3/0.8 LC=0.6
RF,RollingMean,0.3,0.8,0.55,0.7,20.22,22.83,63.2,63.6,23,RF+RollingMean SM=0.3/0.8 LC=0.7
RF,RollingMean,0.3,0.9,0.6,0.2,20.56,21.32,64.1,64.6,23,RF+RollingMean SM=0.3/0.9 LC=0.2
RF,RollingMean,0.3,0.9,0.6,0.3,20.3,22.82,64.2,64.6,23,RF+RollingMean SM=0.3/0.9 LC=0.3
RF,RollingMean,0.3,0.9,0.6,0.4,20.15,23.55,64.7,64.4,23,RF+RollingMean SM=0.3/0.9 LC=0.4
RF,RollingMean,0.3,0.9,0.6,0.5,20.09,23.74,64.3,64.2,23,RF+RollingMean SM=0.3/0.9 LC=0.5
RF,RollingMean,0.3,0.9,0.6,0.6,20.11,23.42,64.0,63.6,21,RF+RollingMean SM=0.3/0.9 LC=0.6
RF,RollingMean,0.3,0.9,0.6,0.7,20.2,22.6,62.9,62.8,21,RF+RollingMean SM=0.3/0.9 LC=0.7
RF,RollingMean,0.3,1.0,0.65,0.2,20.61,21.0,63.7,63.6,23,RF+RollingMean SM=0.3/1.0 LC=0.2
RF,RollingMean,0.3,1.0,0.65,0.3,20.35,22.5,63.8,63.6,23,RF+RollingMean SM=0.3/1.0 LC=0.3
RF,RollingMean,0.3,1.0,0.65,0.4,20.2,23.24,64.3,63.4,23,RF+RollingMean SM=0.3/1.0 LC=0.4
RF,RollingMean,0.3,1.0,0.65,0.5,20.14,23.43,63.9,63.2,23,RF+RollingMean SM=0.3/1.0 LC=0.5
RF,RollingMean,0.3,1.0,0.65,0.6,20.16,23.11,63.6,62.6,21,RF+RollingMean SM=0.3/1.0 LC=0.6
RF,RollingMean,0.3,1.0,0.65,0.7,20.25,22.28,62.5,61.7,21,RF+RollingMean SM=0.3/1.0 LC=0.7
RF,RollingMean,0.4,0.5,0.45,0.2,21.0,21.59,64.6,65.4,26,RF+RollingMean SM=0.4/0.5 LC=0.2
RF,RollingMean,0.4,0.5,0.45,0.3,20.74,23.09,64.7,65.4,26,RF+RollingMean SM=0.4/0.5 LC=0.3
RF,RollingMean,0.4,0.5,0.45,0.4,20.6,23.83,65.2,65.2,26,RF+RollingMean SM=0.4/0.5 LC=0.4
RF,RollingMean,0.4,0.5,0.45,0.5,20.53,24.01,64.8,65.0,26,RF+RollingMean SM=0.4/0.5 LC=0.5
RF,RollingMean,0.4,0.5,0.45,0.6,20.55,23.7,64.5,64.4,24,RF+RollingMean SM=0.4/0.5 LC=0.6
RF,RollingMean,0.4,0.5,0.45,0.7,20.65,22.87,63.4,63.6,24,RF+RollingMean SM=0.4/0.5 LC=0.7
RF,RollingMean,0.4,0.6,0.5,0.2,20.79,21.7,64.5,65.4,25,RF+RollingMean SM=0.4/0.6 LC=0.2
RF,RollingMean,0.4,0.6,0.5,0.3,20.53,23.2,64.5,65.4,25,RF+RollingMean SM=0.4/0.6 LC=0.3
RF,RollingMean,0.4,0.6,0.5,0.4,20.38,23.94,65.0,65.2,25,RF+RollingMean SM=0.4/0.6 LC=0.4
RF,RollingMean,0.4,0.6,0.5,0.5,20.32,24.12,64.6,65.0,25,RF+RollingMean SM=0.4/0.6 LC=0.5
RF,RollingMean,0.4,0.6,0.5,0.6,20.34,23.8,64.3,64.4,23,RF+RollingMean SM=0.4/0.6 LC=0.6
RF,RollingMean,0.4,0.6,0.5,0.7,20.43,22.98,63.2,63.6,23,RF+RollingMean SM=0.4/0.6 LC=0.7
RF,RollingMean,0.4,0.7,0.55,0.2,20.65,21.71,64.4,65.6,24,RF+RollingMean SM=0.4/0.7 LC=0.2
RF,RollingMean,0.4,0.7,0.55,0.3,20.39,23.21,64.5,65.6,24,RF+RollingMean SM=0.4/0.7 LC=0.3
RF,RollingMean,0.4,0.7,0.55,0.4,20.24,23.94,65.0,65.4,24,RF+RollingMean SM=0.4/0.7 LC=0.4
RF,RollingMean,0.4,0.7,0.55,0.5,20.18,24.13,64.5,65.2,24,RF+RollingMean SM=0.4/0.7 LC=0.5
RF,RollingMean,0.4,0.7,0.55,0.6,20.2,23.81,64.3,64.6,22,RF+RollingMean SM=0.4/0.7 LC=0.6
RF,RollingMean,0.4,0.7,0.55,0.7,20.29,22.99,63.2,63.8,22,RF+RollingMean SM=0.4/0.7 LC=0.7
RF,RollingMean,0.4,0.8,0.6,0.2,20.58,21.57,64.4,65.4,25,RF+RollingMean SM=0.4/0.8 LC=0.2
RF,RollingMean,0.4,0.8,0.6,0.3,20.32,23.07,64.4,65.4,25,RF+RollingMean SM=0.4/0.8 LC=0.3
RF,RollingMean,0.4,0.8,0.6,0.4,20.18,23.81,64.9,65.2,25,RF+RollingMean SM=0.4/0.8 LC=0.4
RF,RollingMean,0.4,0.8,0.6,0.5,20.11,23.99,64.5,65.0,25,RF+RollingMean SM=0.4/0.8 LC=0.5
RF,RollingMean,0.4,0.8,0.6,0.6,20.13,23.67,64.2,64.4,23,RF+RollingMean SM=0.4/0.8 LC=0.6
RF,RollingMean,0.4,0.8,0.6,0.7,20.23,22.85,63.1,63.6,23,RF+RollingMean SM=0.4/0.8 LC=0.7
RF,RollingMean,0.4,0.9,0.65,0.2,20.56,21.33,64.1,64.6,23,RF+RollingMean SM=0.4/0.9 LC=0.2
RF,RollingMean,0.4,0.9,0.65,0.3,20.31,22.83,64.1,64.6,23,RF+RollingMean SM=0.4/0.9 LC=0.3
RF,RollingMean,0.4,0.9,0.65,0.4,20.16,23.57,64.6,64.4,23,RF+RollingMean SM=0.4/0.9 LC=0.4
RF,RollingMean,0.4,0.9,0.65,0.5,20.1,23.75,64.2,64.2,23,RF+RollingMean SM=0.4/0.9 LC=0.5
RF,RollingMean,0.4,0.9,0.65,0.6,20.12,23.43,63.9,63.6,21,RF+RollingMean SM=0.4/0.9 LC=0.6
RF,RollingMean,0.4,0.9,0.65,0.7,20.21,22.61,62.9,62.8,21,RF+RollingMean SM=0.4/0.9 LC=0.7
RF,RollingMean,0.4,1.0,0.7,0.2,20.62,21.01,63.7,63.6,23,RF+RollingMean SM=0.4/1.0 LC=0.2
RF,RollingMean,0.4,1.0,0.7,0.3,20.36,22.52,63.7,63.6,23,RF+RollingMean SM=0.4/1.0 LC=0.3
RF,RollingMean,0.4,1.0,0.7,0.4,20.21,23.25,64.3,63.4,23,RF+RollingMean SM=0.4/1.0 LC=0.4
RF,RollingMean,0.4,1.0,0.7,0.5,20.15,23.44,63.8,63.2,23,RF+RollingMean SM=0.4/1.0 LC=0.5
RF,RollingMean,0.4,1.0,0.7,0.6,20.17,23.12,63.5,62.6,21,RF+RollingMean SM=0.4/1.0 LC=0.6
RF,RollingMean,0.4,1.0,0.7,0.7,20.26,22.29,62.5,61.7,21,RF+RollingMean SM=0.4/1.0 LC=0.7
RF,RollingMean,0.5,0.5,0.5,0.2,21.02,21.57,64.6,65.4,26,RF+RollingMean SM=0.5/0.5 LC=0.2
RF,RollingMean,0.5,0.5,0.5,0.3,20.77,23.08,64.7,65.4,26,RF+RollingMean SM=0.5/0.5 LC=0.3
RF,RollingMean,0.5,0.5,0.5,0.4,20.62,23.81,65.2,65.2,26,RF+RollingMean SM=0.5/0.5 LC=0.4
RF,RollingMean,0.5,0.5,0.5,0.5,20.56,24.0,64.8,65.0,26,RF+RollingMean SM=0.5/0.5 LC=0.5
RF,RollingMean,0.5,0.5,0.5,0.6,20.58,23.68,64.5,64.4,24,RF+RollingMean SM=0.5/0.5 LC=0.6
RF,RollingMean,0.5,0.5,0.5,0.7,20.67,22.86,63.4,63.6,24,RF+RollingMean SM=0.5/0.5 LC=0.7
RF,RollingMean,0.5,0.6,0.55,0.2,20.81,21.68,64.5,65.4,25,RF+RollingMean SM=0.5/0.6 LC=0.2
RF,RollingMean,0.5,0.6,0.55,0.3,20.56,23.18,64.5,65.4,25,RF+RollingMean SM=0.5/0.6 LC=0.3
RF,RollingMean,0.5,0.6,0.55,0.4,20.41,23.92,65.0,65.2,25,RF+RollingMean SM=0.5/0.6 LC=0.4
RF,RollingMean,0.5,0.6,0.55,0.5,20.35,24.1,64.6,65.0,25,RF+RollingMean SM=0.5/0.6 LC=0.5
RF,RollingMean,0.5,0.6,0.55,0.6,20.36,23.79,64.3,64.4,23,RF+RollingMean SM=0.5/0.6 LC=0.6
RF,RollingMean,0.5,0.6,0.55,0.7,20.46,22.96,63.2,63.6,23,RF+RollingMean SM=0.5/0.6 LC=0.7
RF,RollingMean,0.5,0.7,0.6,0.2,20.67,21.69,64.4,65.6,24,RF+RollingMean SM=0.5/0.7 LC=0.2
RF,RollingMean,0.5,0.7,0.6,0.3,20.41,23.19,64.5,65.6,24,RF+RollingMean SM=0.5/0.7 LC=0.3
RF,RollingMean,0.5,0.7,0.6,0.4,20.27,23.92,65.0,65.4,24,RF+RollingMean SM=0.5/0.7 LC=0.4
RF,RollingMean,0.5,0.7,0.6,0.5,20.21,24.11,64.5,65.2,24,RF+RollingMean SM=0.5/0.7 LC=0.5
RF,RollingMean,0.5,0.7,0.6,0.6,20.22,23.79,64.3,64.6,22,RF+RollingMean SM=0.5/0.7 LC=0.6
RF,RollingMean,0.5,0.7,0.6,0.7,20.32,22.97,63.2,63.8,22,RF+RollingMean SM=0.5/0.7 LC=0.7
RF,RollingMean,0.5,0.8,0.65,0.2,20.61,21.55,64.4,65.4,25,RF+RollingMean SM=0.5/0.8 LC=0.2
RF,RollingMean,0.5,0.8,0.65,0.3,20.35,23.05,64.4,65.4,25,RF+RollingMean SM=0.5/0.8 LC=0.3
RF,RollingMean,0.5,0.8,0.65,0.4,20.21,23.78,64.9,65.2,25,RF+RollingMean SM=0.5/0.8 LC=0.4
RF,RollingMean,0.5,0.8,0.65,0.5,20.14,23.97,64.5,65.0,25,RF+RollingMean SM=0.5/0.8 LC=0.5
RF,RollingMean,0.5,0.8,0.65,0.6,20.16,23.65,64.2,64.4,23,RF+RollingMean SM=0.5/0.8 LC=0.6
RF,RollingMean,0.5,0.8,0.65,0.7,20.25,22.83,63.1,63.6,23,RF+RollingMean SM=0.5/0.8 LC=0.7
RF,RollingMean,0.5,0.9,0.7,0.2,20.59,21.31,64.1,64.6,23,RF+RollingMean SM=0.5/0.9 LC=0.2
RF,RollingMean,0.5,0.9,0.7,0.3,20.34,22.81,64.1,64.6,23,RF+RollingMean SM=0.5/0.9 LC=0.3
RF,RollingMean,0.5,0.9,0.7,0.4,20.19,23.54,64.6,64.4,23,RF+RollingMean SM=0.5/0.9 LC=0.4
RF,RollingMean,0.5,0.9,0.7,0.5,20.13,23.73,64.2,64.2,23,RF+RollingMean SM=0.5/0.9 LC=0.5
RF,RollingMean,0.5,0.9,0.7,0.6,20.14,23.41,63.9,63.6,21,RF+RollingMean SM=0.5/0.9 LC=0.6
RF,RollingMean,0.5,0.9,0.7,0.7,20.24,22.59,62.9,62.8,21,RF+RollingMean SM=0.5/0.9 LC=0.7
RF,RollingMean,0.5,1.0,0.75,0.2,20.64,20.99,63.7,63.6,23,RF+RollingMean SM=0.5/1.0 LC=0.2
RF,RollingMean,0.5,1.0,0.75,0.3,20.39,22.49,63.8,63.6,23,RF+RollingMean SM=0.5/1.0 LC=0.3
RF,RollingMean,0.5,1.0,0.75,0.4,20.24,23.23,64.3,63.4,23,RF+RollingMean SM=0.5/1.0 LC=0.4
